countryCode,thematicIdIdentifier,thematicIdIdentifierScheme,monitoringSiteIdentifier,monitoringSiteIdentifierScheme,monitoringSiteName,waterBodyIdentifier,waterBodyIdentifierScheme,waterBodyName,specialisedZoneType,surfaceWaterBodyTypeCode,rbdIdentifier,rbdIdentifierScheme,confidentialityStatus,lat,lon,cArea
FR,FRFR05181800,euMonitoringSiteCode,FRFR05181800,euMonitoringSiteCode,VALENTINE,FRFR251,euSurfaceWaterBodyCode,LA GARONNE DU CONFLUENT DE LA NESTE AU CONFLUENT DU SALAT,riverWaterBody,G1,FRF,euRBDCode,F,43.09769,0.70631,48.424
FR,FRFR05181000,euMonitoringSiteCode,FRFR05181000,euMonitoringSiteCode,LABARTHE INARD,FRFR251,euSurfaceWaterBodyCode,LA GARONNE DU CONFLUENT DE LA NESTE AU CONFLUENT DU SALAT,riverWaterBody,G1,FRF,euRBDCode,F,43.09446,0.84139,48.424
FR,FRHR03208000,euMonitoringSiteCode,FRHR03208000,euMonitoringSiteCode,LA BRESLE A MONCHAUX-SORENG 1,FRHR159,euSurfaceWaterBodyCode,LA BRESLE DE SA SOURCE AU CONFLUENT DE LA VIMEUSE  INCLUS,riverWaterBody,M9-A,FRH,euRBDCode,F,49.9484,1.59537,48.395
FR,FRFLS3025003,euMonitoringSiteCode,FRFLS3025003,euMonitoringSiteCode,ETANG DE CAZAUX-SANGUINET,FRFL28,euSurfaceWaterBodyCode,ETANG DE CAZAUX-SANGUINET,lakeWaterBody,N9,FRF,euRBDCode,F,44.48165,-1.13695,48.326
FR,FRHR03093900,euMonitoringSiteCode,FRHR03093900,euMonitoringSiteCode,LE ROGNON A BOURDONS-SUR-ROGNON 3,FRHR109,euSurfaceWaterBodyCode,LE ROGNON DE SA SOURCE AU CONFLUENT DE LA SUEURRE  EXCLU,riverWaterBody,P10,FRH,euRBDCode,F,48.2097,5.31611,48.205
FR,FRGR04161595,euMonitoringSiteCode,FRGR04161595,euMonitoringSiteCode,NANCON À LECOUSSE,FRGR0017,euSurfaceWaterBodyCode,LE NANCON ET SES AFFLUENTS DEPUIS LANDEAN JUSQU'A LA CONFLUENCE AVEC LE COUESNON,riverWaterBody,P12-B,FRG,euRBDCode,F,48.37566,-1.19673,48.098
FR,FRGR04057000,euMonitoringSiteCode,FRGR04057000,euMonitoringSiteCode,CHER À CHAMBONCHARD,FRGR0146,euSurfaceWaterBodyCode,LE CHER ET SES AFFLUENTS DEPUIS LA SOURCE JUSQU'AU COMPLEXE DE ROCHEBUT,riverWaterBody,P21,FRG,euRBDCode,F,46.14421,2.56629,479.231
FR,FRGR04057040,euMonitoringSiteCode,FRGR04057040,euMonitoringSiteCode,BORON À SAINT-MARCEL-EN-MARCILLAT,FRGR0146,euSurfaceWaterBodyCode,LE CHER ET SES AFFLUENTS DEPUIS LA SOURCE JUSQU'AU COMPLEXE DE ROCHEBUT,riverWaterBody,P21,FRG,euRBDCode,F,46.14277,2.5666,479.231
FR,FR04087600,eionetMonitoringSiteCode,FR04087600,eionetMonitoringSiteCode,NON DEFINI CHEMIN AVAL MOULIN DU BREUIL,FRGR0364A,euSurfaceWaterBodyCode,LA CREUSE DEPUIS LA RETENUE DES COMBES JUSQU'A LA CONFLUENCE AVEC LE RUISSEAU DES CHERS,riverWaterBody,M21,FRG,euRBDCode,F,46.1454,2.00378,47.997
FR,FRDR06018500,euMonitoringSiteCode,FRDR06018500,euMonitoringSiteCode,DOUBS A MORTEAU,FRDR638,euSurfaceWaterBodyCode,LE DOUBS DE L AMONT DE PONTARLIER A L AMONT DU BASSIN DE CHAILLEXON,riverWaterBody,M5,FRD,euRBDCode,F,47.04749,6.64049,47.973
FR,FRDR06018200,euMonitoringSiteCode,FRDR06018200,euMonitoringSiteCode,DOUBS A ARCON,FRDR638,euSurfaceWaterBodyCode,LE DOUBS DE L AMONT DE PONTARLIER A L AMONT DU BASSIN DE CHAILLEXON,riverWaterBody,M5,FRD,euRBDCode,F,46.94643,6.3847,47.973
FR,FRGR04010780,euMonitoringSiteCode,FRGR04010780,euMonitoringSiteCode,VIZEZY À ESSERTINES-EN-CHATELNEUF,FRGR1022,euSurfaceWaterBodyCode,LE VIZEZY ET SES AFFLUENTS DEPUIS LA SOURCE JUSQU'A SAVIGNEUX,riverWaterBody,TP3,FRG,euRBDCode,F,45.62355,3.97678,47.917
FR,FRFR05223000,euMonitoringSiteCode,FRFR05223000,euMonitoringSiteCode,ST-VINCENT DE PAUL,FRFR328,euSurfaceWaterBodyCode,L'ADOUR DU CONFLUENT DE LA MIDOUZE AU CONFLUENT DU LUY,riverWaterBody,GM14,FRF,euRBDCode,F,43.73377,-0.99955,47.8
FR,FRFR05173400,euMonitoringSiteCode,FRFR05173400,euMonitoringSiteCode,CASTELET,FRFR166,euSurfaceWaterBodyCode,L'ARIEGE DE SA SOURCE AU CONFLUENT DE L'ASTON,riverWaterBody,M1,FRF,euRBDCode,F,42.73806,1.79343,47.8
FR,FRHR03190300,euMonitoringSiteCode,FRHR03190300,euMonitoringSiteCode,L'EURE A CROTH 2,FRHR246A,euSurfaceWaterBodyCode,L EURE DU CONFLUENT DE LA VOISE  EXCLU  AU CONFLUENT DE LA VESGRE  EXCLU,riverWaterBody,M9,FRH,euRBDCode,F,48.84331,1.38051,47.731
FR,FRFR05134310,euMonitoringSiteCode,FRFR05134310,euMonitoringSiteCode,SEMALENS,FRFR151,euSurfaceWaterBodyCode,LE SOR DU LAC DES CAMMAZES AU CONFLUENT DE L'AGOUT,riverWaterBody,P14,FRF,euRBDCode,F,43.59293,2.11272,47.586
FR,FRDR06580130,euMonitoringSiteCode,FRDR06580130,euMonitoringSiteCode,VALSERINE A MONTANGES,FRDR545,euSurfaceWaterBodyCode,LA VALSERINE,riverWaterBody,P5,FRD,euRBDCode,F,46.15031,5.80399,47.564
FR,FRGR04204300,euMonitoringSiteCode,FRGR04204300,euMonitoringSiteCode,VILAINE À CESSON-SEVIGNE,FRGR0009B,euSurfaceWaterBodyCode,LA VILAINE DEPUIS LA CONFLUENCE DE LA CANTACHE JUSQU'A LA CONFLUENCE AVEC L'ILLE,riverWaterBody,M12-A,FRG,euRBDCode,F,48.12293,-1.56266,47.442
FR,FR04203000,eionetMonitoringSiteCode,FR04203000,eionetMonitoringSiteCode,VILAINE A CHATEAUBOURG,FRGR0009B,euSurfaceWaterBodyCode,LA VILAINE DEPUIS LA CONFLUENCE DE LA CANTACHE JUSQU'A LA CONFLUENCE AVEC L'ILLE,riverWaterBody,M12-A,FRG,euRBDCode,F,48.1116,-1.43083,47.442
FR,FRDR06200700,euMonitoringSiteCode,FRDR06200700,euMonitoringSiteCode,REAL COLLOBRIER A COLLOBRIERES,FRDR113,euSurfaceWaterBodyCode,LE REAL MARTIN ET LE REAL COLLOBRIER,riverWaterBody,MP6,FRD,euRBDCode,F,43.24082,6.32074,47.434
FR,FR06201000,eionetMonitoringSiteCode,FR06201000,eionetMonitoringSiteCode,REAL MARTIN A PIERREFEU DU VAR PONT D 14,FRDR113,euSurfaceWaterBodyCode,LE REAL MARTIN ET LE REAL COLLOBRIER,riverWaterBody,MP6,FRD,euRBDCode,F,43.2295,6.14186,47.434
FR,FRHR03199200,euMonitoringSiteCode,FRHR03199200,euMonitoringSiteCode,L'ITON A NORMANVILLE 1,FRHR259,euSurfaceWaterBodyCode,L ITON DE SA PERTE KARSTIQUE AU CONFLUENT DE L EURE  EXCLU,riverWaterBody,M9-A,FRH,euRBDCode,F,49.08017,1.15186,47.338
FR,FRGR04173200,euMonitoringSiteCode,FRGR04173200,euMonitoringSiteCode,YAR À TREDUDER,FRGR0048,euSurfaceWaterBodyCode,LE YAR ET SES AFFLUENTS DEPUIS PLOUNERIN JUSQU'A LA MER,riverWaterBody,P12-B,FRG,euRBDCode,F,48.6472,-3.57787,47.289
FR,FRHR03004349,euMonitoringSiteCode,FRHR03004349,euMonitoringSiteCode,LA SEINE A CLEREY 1,FRHR7,euSurfaceWaterBodyCode,LA SEINE DU CONFLUENT DE LA SARCE  EXCLU  AU CONFLUENT DE LA VIENNE  EXCLU,riverWaterBody,G9/10,FRH,euRBDCode,F,48.20404,4.18667,47.246
FR,FR03004095,eionetMonitoringSiteCode,FR03004095,eionetMonitoringSiteCode,BOURGUIGNONS,FRHR7,euSurfaceWaterBodyCode,LA SEINE DU CONFLUENT DE LA SARCE  EXCLU  AU CONFLUENT DE LA VIENNE  EXCLU,riverWaterBody,G9/10,FRH,euRBDCode,F,48.1348,4.34154,47.246
FR,FRFR05044000,euMonitoringSiteCode,FRFR05044000,euMonitoringSiteCode,CORGNAC,FRFR50,euSurfaceWaterBodyCode,L'ISLE DU CONFLUENT DE LA VALOUSE AU CONFLUENT DE L'AUVEZERE,riverWaterBody,M11/3-21,FRF,euRBDCode,F,45.34794,0.95126,47.221
FR,FRGR04079800,euMonitoringSiteCode,FRGR04079800,euMonitoringSiteCode,VIENNE À SAINT-PRIEST-SOUS-AIXE,FRGR0359B,euSurfaceWaterBodyCode,LA VIENNE DEPUIS LE PALAIS-SUR-VIENNE JUSQU'A SAINT-JUNIEN,riverWaterBody,G21,FRG,euRBDCode,F,45.8415,1.09809,47.093
FR,FRB1R02106850,euMonitoringSiteCode,FRB1R02106850,euMonitoringSiteCode,LE VAIR À BELMONT-SUR-VAIR,FRB1R493,euSurfaceWaterBodyCode,VAIR 2,riverWaterBody,M10,FRB1,euRBDCode,F,48.25344,5.9021,47.035
FR,FRGR04145000,euMonitoringSiteCode,FRGR04145000,euMonitoringSiteCode,MAINE À CHATEAU-THEBAUD,FRGR0550,euSurfaceWaterBodyCode,LA MAINE DEPUIS SAINT-GEORGES-DE-MONTAIGU JUSQU'A LA CONFLUENCE AVEC LA SEVRE NANTAISE,riverWaterBody,M12-A,FRG,euRBDCode,F,47.1254,-1.41463,46.922
FR,FRDR06173650,euMonitoringSiteCode,FRDR06173650,euMonitoringSiteCode,VERDOUBLE A TAUTAVEL,FRDR213,euSurfaceWaterBodyCode,LE VERDOUBLE,riverWaterBody,G6,FRD,euRBDCode,F,42.79818,2.72033,46.705
FR,FRFR05148000,euMonitoringSiteCode,FRFR05148000,euMonitoringSiteCode,MONNA,FRFR310,euSurfaceWaterBodyCode,LA DOURBIE DU CONFLUENT DES CROZES AU CONFLUENT DU TARN,riverWaterBody,P19,FRF,euRBDCode,F,44.10726,3.13749,46.627
FR,FRDR06040400,euMonitoringSiteCode,FRDR06040400,euMonitoringSiteCode,GUYE A SIGY LE CHATEL,FRDR604,euSurfaceWaterBodyCode,LA GUYE,riverWaterBody,P10,FRD,euRBDCode,F,46.55022,4.56741,46.603
FR,FRFR05120000,euMonitoringSiteCode,FRFR05120000,euMonitoringSiteCode,LOUBEJAC,FRFR207,euSurfaceWaterBodyCode,L'AVEYRON DU CONFLUENT DE LE VERE AU CONFLUENT DU TARN,riverWaterBody,G14/3,FRF,euRBDCode,F,44.08283,1.34803,46.535
FR,FRGR04019700,euMonitoringSiteCode,FRGR04019700,euMonitoringSiteCode,BOURBINCE À VITRY-EN-CHAROLLAIS,FRGR0200,euSurfaceWaterBodyCode,LA BOURBINCE DEPUIS GENELARD JUSQU'A LA CONFLUENCE AVEC L'ARROUX,riverWaterBody,M15-17/3-21,FRG,euRBDCode,F,46.47177,4.07892,46.393
FR,FRGR04067283,euMonitoringSiteCode,FRGR04067283,euMonitoringSiteCode,JOYEUSE À PREVERANGES,FRGR0339,euSurfaceWaterBodyCode,LA JOYEUSE ET SES AFFLUENTS DEPUIS LA SOURCE JUSQU'A LA RETENUE DE SIDAILLES,riverWaterBody,P21,FRG,euRBDCode,F,46.47123,2.28724,46.355
FR,FRAR01115000,euMonitoringSiteCode,FRAR01115000,euMonitoringSiteCode,LA HEM  À RECQUES SUR HEM (62),FRAR26,euSurfaceWaterBodyCode,HEM,riverWaterBody,P9-A,FRA,euRBDCode,F,50.83358,2.08671,46.324
FR,FRFR05234015,euMonitoringSiteCode,FRFR05234015,euMonitoringSiteCode,OZON-DARRE,FRFR235B,euSurfaceWaterBodyCode,L'ARROS DU CONFLUENT DU LACA (INCLUS) AU CONFLUENT DU LURUS,riverWaterBody,M14/1,FRF,euRBDCode,F,43.15934,0.24909,46.279
FR,FRFR05048210,euMonitoringSiteCode,FRFR05048210,euMonitoringSiteCode,TREMOLAT,FRFR108,euSurfaceWaterBodyCode,LA DORDOGNE DU CONFLUENT DE LA VEZERE AU CONFLUENT DU CAUDEAU,riverWaterBody,TG14/3-11,FRF,euRBDCode,F,44.87304,0.82208,46.241
FR,FRFR05047600,euMonitoringSiteCode,FRFR05047600,euMonitoringSiteCode,COURS DE PILE,FRFR108,euSurfaceWaterBodyCode,LA DORDOGNE DU CONFLUENT DE LA VEZERE AU CONFLUENT DU CAUDEAU,riverWaterBody,TG14/3-11,FRF,euRBDCode,F,44.84373,0.52793,46.241
FR,FRHR03165020,euMonitoringSiteCode,FRHR03165020,euMonitoringSiteCode,LE THERAIN A ROCHY-CONDE 2,FRHR225,euSurfaceWaterBodyCode,LE THERAIN DU CONFLUENT DE L AVELON  EXCLU  AU CONFLUENT DE L OISE  EXCLU,riverWaterBody,M9,FRH,euRBDCode,F,49.39934,2.18113,46.162
FR,FRHR03166050,euMonitoringSiteCode,FRHR03166050,euMonitoringSiteCode,LE THERAIN A MAYSEL 1,FRHR225,euSurfaceWaterBodyCode,LE THERAIN DU CONFLUENT DE L AVELON  EXCLU  AU CONFLUENT DE L OISE  EXCLU,riverWaterBody,M9,FRH,euRBDCode,F,49.26198,2.37807,46.162
FR,FRGR04174520,euMonitoringSiteCode,FRGR04174520,euMonitoringSiteCode,HORN À MESPAUL,FRGR0057,euSurfaceWaterBodyCode,L'HORN ET SES AFFLUENTS DEPUIS LA SOURCE JUSQU'A LA MER,riverWaterBody,P12-B,FRG,euRBDCode,F,48.60447,-4.01397,45.924
FR,FRHLF1236803,euMonitoringSiteCode,FRHLF1236803,euMonitoringSiteCode,BARRAGE-RÉSERVOIR MARNE - LAC DU DER-CHANTECOQ,FRHL04,euSurfaceWaterBodyCode,BARRAGE RESERVOIR MARNE   LAC DU DER CHANTECOQ,lakeWaterBody,A7b,FRH,euRBDCode,F,48.57455,4.7488,45.909
FR,FRDR06004000,euMonitoringSiteCode,FRDR06004000,euMonitoringSiteCode,SALON A AUTET,FRDR672,euSurfaceWaterBodyCode,LE SALON DE LA RESAIGNE A LA CONFLUENCE AVEC LA SAONE,riverWaterBody,M10,FRD,euRBDCode,F,47.54229,5.69311,45.873
FR,FRFR05155600,euMonitoringSiteCode,FRFR05155600,euMonitoringSiteCode,ESPAON,FRFR303A,euSurfaceWaterBodyCode,LA SAVE DU CONFLUENT DE LA BERNESSE AU CONFLUENT DE L'AUSSOUE,riverWaterBody,P14,FRF,euRBDCode,F,43.42107,0.8575,45.854
FR,FRHR03233980,euMonitoringSiteCode,FRHR03233980,euMonitoringSiteCode,L'URE A SILLY-EN-GOUFFERN 2,FRHR292-I21-0400,euSurfaceWaterBodyCode,L URE,riverWaterBody,TP9,FRH,euRBDCode,F,48.75365,0.10038,45.798
FR,FRHR03240100,euMonitoringSiteCode,FRHR03240100,euMonitoringSiteCode,LA ROUVRE A FAVEROLLES 2,FRHR301,euSurfaceWaterBodyCode,LA ROUVRE DE SA SOURCE AU CONFLUENT DE L ORNE  EXCLU,riverWaterBody,P12-B,FRH,euRBDCode,F,48.66921,-0.30622,45.626
FR,FRAR01027000,euMonitoringSiteCode,FRAR01027000,euMonitoringSiteCode,LA SELLE À NOYELLES SUR SELLE (59),FRAR50,euSurfaceWaterBodyCode,SELLE/ESCAUT,riverWaterBody,P9,FRA,euRBDCode,F,50.28647,3.3902,45.592
FR,FR01026100,eionetMonitoringSiteCode,FR01026100,eionetMonitoringSiteCode,LA SELLE A SAULZOIR 59,FRAR50,euSurfaceWaterBodyCode,SELLE/ESCAUT,riverWaterBody,P9,FRA,euRBDCode,F,50.2433,3.43894,45.592
FR,FRFR05107000,euMonitoringSiteCode,FRFR05107000,euMonitoringSiteCode,BAPAUME,FRFR223,euSurfaceWaterBodyCode,LA BAISE DU CONFLUENT DE L'AULOUE AU CONFLUENT DE LA GELISE,riverWaterBody,GM14,FRF,euRBDCode,F,44.14744,0.33586,45.559
FR,FRGR04082000,euMonitoringSiteCode,FRGR04082000,euMonitoringSiteCode,VIENNE À ANSAC-SUR-VIENNE,FRGR0358,euSurfaceWaterBodyCode,LA VIENNE DEPUIS SAILLAT JUSQU'AU COMPLEXE DE CHARDES,riverWaterBody,G21,FRG,euRBDCode,F,45.99284,0.64923,45.522
FR,FRGR04081300,euMonitoringSiteCode,FRGR04081300,euMonitoringSiteCode,VIENNE À CHABANAIS,FRGR0358,euSurfaceWaterBodyCode,LA VIENNE DEPUIS SAILLAT JUSQU'AU COMPLEXE DE CHARDES,riverWaterBody,G21,FRG,euRBDCode,F,45.87507,0.71995,45.522
FR,FRHR03149900,euMonitoringSiteCode,FRHR03149900,euMonitoringSiteCode,LA RETOURNE A SAULT-SAINT-REMY 1,FRHR205,euSurfaceWaterBodyCode,LA RETOURNE DE SA SOURCE AU CONFLUENT DE L AISNE  EXCLU,riverWaterBody,P9,FRH,euRBDCode,F,49.42334,4.16275,45.405
FR,FRCR02051600,euMonitoringSiteCode,FRCR02051600,euMonitoringSiteCode,LE NEUNE À LAVELINE-DEVANT-BRUYERE,FRCR230,euSurfaceWaterBodyCode,NEUNE,riverWaterBody,TP4,FRC,euRBDCode,F,48.18508,6.76098,45.142
FR,FRFR05122000,euMonitoringSiteCode,FRFR05122000,euMonitoringSiteCode,MILHARS,FRFR361A,euSurfaceWaterBodyCode,LE CEROU DU CONFLUENT DU CEROC (INCLUS) AU CONFLUENT DE L'AVEYRON,riverWaterBody,M3,FRF,euRBDCode,F,44.12951,1.87845,45.079
FR,FRDR06149900,euMonitoringSiteCode,FRDR06149900,euMonitoringSiteCode,CLAREE A VAL DES PRES,FRDR311A,euSurfaceWaterBodyCode,"LA DURANCE DE LA SOURCE A LA CONFLUENCE AVEC LA GUISANE, CLAREE COMPRISE",riverWaterBody,MP2,FRD,euRBDCode,F,44.94013,6.68279,45.054
FR,FRFR05042000,euMonitoringSiteCode,FRFR05042000,euMonitoringSiteCode,PONT ROGNAC,FRFR47,euSurfaceWaterBodyCode,L'AUVEZERE DU CONFLUENT DU DALON AU CONFLUENT DE L'ISLE,riverWaterBody,P11/3-21,FRF,euRBDCode,F,45.18888,0.85222,44.904
FR,FRFR05130000,euMonitoringSiteCode,FRFR05130000,euMonitoringSiteCode,VILLEMUR,FRFR315B,euSurfaceWaterBodyCode,LE TARN DU CONFLUENT DE L'AGOUT AU CONFLUENT DU TESCOU,riverWaterBody,TG14/3-11,FRF,euRBDCode,F,43.86799,1.49966,44.882
FR,FRHR03246000,euMonitoringSiteCode,FRHR03246000,euMonitoringSiteCode,LA SEULLES A TIERCEVILLE 1,FRHR311,euSurfaceWaterBodyCode,LA SEULLES DU CONFLUENT DU BORDEL  EXCLU  A L EMBOUCHURE,riverWaterBody,P9,FRH,euRBDCode,F,49.29069,-0.53177,44.845
FR,FR04104000,eionetMonitoringSiteCode,FR04104000,eionetMonitoringSiteCode,AUTHION A BEAUFORT-EN-VALLEE,FRGR0449,euSurfaceWaterBodyCode,L'AUTHION DEPUIS LA CONFLUENCE DU LATHAN JUSQU'A LA CONFLUENCE AVEC LA LOIRE,riverWaterBody,M9,FRG,euRBDCode,F,47.4414,-0.26315,44.806
FR,FRGR04104500,euMonitoringSiteCode,FRGR04104500,euMonitoringSiteCode,AUTHION À LES PONTS-DE-CE,FRGR0449,euSurfaceWaterBodyCode,L'AUTHION DEPUIS LA CONFLUENCE DU LATHAN JUSQU'A LA CONFLUENCE AVEC LA LOIRE,riverWaterBody,M9,FRG,euRBDCode,F,47.43041,-0.4718,44.806
FR,FRFR05069900,euMonitoringSiteCode,FRFR05069900,euMonitoringSiteCode,LA CELLETTE,FRFR106A,euSurfaceWaterBodyCode,LA RAMADE (CHAVANON) DE L'ETANG DE LA RAMADE A LA RETENUE DE BORT-LES-ORGUES,riverWaterBody,M21,FRF,euRBDCode,F,45.63905,2.50769,44.7
FR,FRGR04139280,euMonitoringSiteCode,FRGR04139280,euMonitoringSiteCode,OUIN À MAULEON,FRGR0546,euSurfaceWaterBodyCode,L'OUIN ET SES AFFLUENTS DEPUIS LA SOURCE JUSQU'A LA CONFLUENCE AVEC LA SEVRE NANTAISE,riverWaterBody,P12-A,FRG,euRBDCode,F,46.97579,-0.89217,44.562
FR,FRHR03129020,euMonitoringSiteCode,FRHR03129020,euMonitoringSiteCode,L'OISE A ERLOY 1,FRHR176,euSurfaceWaterBodyCode,L OISE DU CONFLUENT DU TON  EXCLU  AU CONFLUENT DU NOIRRIEU  EXCLU,riverWaterBody,M9,FRH,euRBDCode,F,49.91017,3.82798,44.55
FR,FRHR03221500,euMonitoringSiteCode,FRHR03221500,euMonitoringSiteCode,LA RISLE A FONTAINE-LA-SORET 2,FRHR268,euSurfaceWaterBodyCode,LA RISLE DU CONFLUENT DE LA CHARENTONNE  EXCLU  AU CONFLUENT DE LA CORBIE  EXCLU,riverWaterBody,M9-A,FRH,euRBDCode,F,49.15317,0.72908,44.479
FR,FRHR03102000,euMonitoringSiteCode,FRHR03102000,euMonitoringSiteCode,L'ORNAIN A ALLIANCELLES 1,FRHR123,euSurfaceWaterBodyCode,L ORNAIN DU CONFLUENT DU NAVETON  EXCLU  AU CONFLUENT DE LA SAULX  EXCLU,riverWaterBody,P9,FRH,euRBDCode,F,48.79966,4.8875,44.45
FR,FRHR03101000,euMonitoringSiteCode,FRHR03101000,euMonitoringSiteCode,L'ORNAIN A FAINS-VEEL 1,FRHR123,euSurfaceWaterBodyCode,L ORNAIN DU CONFLUENT DU NAVETON  EXCLU  AU CONFLUENT DE LA SAULX  EXCLU,riverWaterBody,P9,FRH,euRBDCode,F,48.79495,5.12803,44.45
FR,FRGR04060500,euMonitoringSiteCode,FRGR04060500,euMonitoringSiteCode,CHER À VALLON-EN-SULLY,FRGR0148,euSurfaceWaterBodyCode,LE CHER DEPUIS MONTLUCON JUSQU'A LA CONFLUENCE AVEC L'AUMANCE,riverWaterBody,G21,FRG,euRBDCode,F,46.5351,2.61462,44.294
FR,FRHR03056087,euMonitoringSiteCode,FRHR03056087,euMonitoringSiteCode,L'OUANNE A SAINT-MARTIN-SUR-OUANNE 1,FRHR77,euSurfaceWaterBodyCode,L OUANNE DE SA SOURCE AU CONFLUENT DU BRANLIN  EXCLU,riverWaterBody,P9,FRH,euRBDCode,F,47.83839,3.10576,44.292
FR,FRGR04026000,euMonitoringSiteCode,FRGR04026000,euMonitoringSiteCode,LOIRE À NEVERS,FRGR0005C,euSurfaceWaterBodyCode,LA LOIRE DEPUIS LA CONFLUENCE DE L'ARON JUSQU'A LA CONFLUENCE AVEC L'ALLIER,riverWaterBody,TTGL,FRG,euRBDCode,F,46.98261,3.15196,44.251
FR,FR02051400,eionetMonitoringSiteCode,FR02051400,eionetMonitoringSiteCode,LA VOLOGNE A GRANGES-SUR-VOLOGNE AVAL,FRCR228,euSurfaceWaterBodyCode,VOLOGNE 2,riverWaterBody,TP4,FRC,euRBDCode,F,48.1455,6.77865,44.23
FR,FRGR04041700,euMonitoringSiteCode,FRGR04041700,euMonitoringSiteCode,SIOULE À MONTFERMY,FRGR0271A,euSurfaceWaterBodyCode,LA SIOULE DEPUIS OLBY JUSQU'AU COMPLEXE DES FADES-BESSERVES,riverWaterBody,G21,FRG,euRBDCode,F,45.87968,2.80903,44.227
FR,FRDR06405950,euMonitoringSiteCode,FRDR06405950,euMonitoringSiteCode,BREUCHIN A ORMOICHE,FRDR689,euSurfaceWaterBodyCode,LE BREUCHIN,riverWaterBody,P4,FRD,euRBDCode,F,47.80152,6.30866,44.151
FR,FRHR03228690,euMonitoringSiteCode,FRHR03228690,euMonitoringSiteCode,LA DIVES A OMMOY 1,FRHR281,euSurfaceWaterBodyCode,LA DIVES DE SA SOURCE AU CONFLUENT DE L ANTE  INCLUS,riverWaterBody,P12-B,FRH,euRBDCode,F,48.85634,-0.01654,44.1
FR,FRGR04102500,euMonitoringSiteCode,FRGR04102500,euMonitoringSiteCode,THOUET À CHACE,FRGR0436,euSurfaceWaterBodyCode,LE THOUET DEPUIS LA CONFLUENCE DE L'ARGENTON JUSQU'A LA CONFLUENCE AVEC LA LOIRE,riverWaterBody,G12,FRG,euRBDCode,F,47.21547,-0.08005,44.061
FR,FR04102000,eionetMonitoringSiteCode,FR04102000,eionetMonitoringSiteCode,THOUET A MONTREUIL-BELLAY,FRGR0436,euSurfaceWaterBodyCode,LE THOUET DEPUIS LA CONFLUENCE DE L'ARGENTON JUSQU'A LA CONFLUENCE AVEC LA LOIRE,riverWaterBody,G12,FRG,euRBDCode,F,47.1423,-0.14548,44.061
FR,FRGR04123750,euMonitoringSiteCode,FRGR04123750,euMonitoringSiteCode,MAYENNE À AMBRIERES-LES-VALLEES,FRGR0459,euSurfaceWaterBodyCode,LA MAYENNE DEPUIS LA CONFLUENCE DE L'AISNE JUSQU'A LA RETENUE DE SAINT-FRAIMBAULT-DE-PRIERES,riverWaterBody,M12-B,FRG,euRBDCode,F,48.44535,-0.58603,43.988
FR,FRHR03134000,euMonitoringSiteCode,FRHR03134000,euMonitoringSiteCode,L'OISE A COMPIEGNE 1,FRHR216C,euSurfaceWaterBodyCode,L OISE DU CONFLUENT DE L AISNE  EXCLU  AU CONFLUENT DU THERAIN  EXCLU,riverWaterBody,TG9,FRH,euRBDCode,F,49.3983,2.78708,43.972
FR,FRHR03136000,euMonitoringSiteCode,FRHR03136000,euMonitoringSiteCode,L'OISE A PONT-SAINTE-MAXENCE 2,FRHR216C,euSurfaceWaterBodyCode,L OISE DU CONFLUENT DE L AISNE  EXCLU  AU CONFLUENT DU THERAIN  EXCLU,riverWaterBody,TG9,FRH,euRBDCode,F,49.30366,2.60668,43.972
FR,FRGR04205500,euMonitoringSiteCode,FRGR04205500,euMonitoringSiteCode,ILLE À MONTREUIL-SUR-ILLE,FRGR0110,euSurfaceWaterBodyCode,L'ILLE DEPUIS DINGE JUSQU'A LA CONFLUENCE AVEC LA VILAINE,riverWaterBody,M12-A,FRG,euRBDCode,F,48.29628,-1.67258,43.972
FR,FRGR04174660,euMonitoringSiteCode,FRGR04174660,euMonitoringSiteCode,GUILLEC À TREZILIDE,FRGR0058,euSurfaceWaterBodyCode,LE GUILLEC ET SES AFFLUENTS DEPUIS PLOUGAR JUSQU'A LA MER,riverWaterBody,P12-B,FRG,euRBDCode,F,48.61584,-4.07647,43.946
FR,FRHR03013300,euMonitoringSiteCode,FRHR03013300,euMonitoringSiteCode,LA VOULZIE A JUTIGNY 1,FRHR40,euSurfaceWaterBodyCode,LA VOULZIE DE SA SOURCE A LA CONFLUENCE DE LA SEINE  EXCLU,riverWaterBody,TP9,FRH,euRBDCode,F,48.48703,3.23546,43.855
FR,FRGR04096800,euMonitoringSiteCode,FRGR04096800,euMonitoringSiteCode,CLAISE À ABILLY,FRGR0426,euSurfaceWaterBodyCode,LA CLAISE DEPUIS LA CONFLUENCE DU RAU DES CINQ BONDES JUSQU'A LA CONFLUENCE AVEC LA CREUSE,riverWaterBody,M9,FRG,euRBDCode,F,46.9417,0.70993,43.822
FR,FRCR02025500,euMonitoringSiteCode,FRCR02025500,euMonitoringSiteCode,L'ILL À HUTTENHEIM,FRCR21,euSurfaceWaterBodyCode,ILL 6,riverWaterBody,G18/4,FRC,euRBDCode,F,48.35528,7.58024,43.789
